gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
ENSP00000369284,41.995676271243,51.243407671757,28.4999196820445,84.0831915836685,192.651024930882,164.917029673692,58.3371962017305,226.248205660958
ENSP00000506519,1.04337083903709,15.5958197261869,1.55454107356607,19.7979813978167,0,0,0,0
ENSP00000354671,79.0353410570599,95.0602345215203,108.040604612842,83.8502741554589,69.7028833920779,54.6276890350682,0,16.7343347382365
ENSP00000265755,74.0793295716337,60.402857352216,71.508889384039,76.8627513091706,200.395789752224,185.423953948686,159.019538681165,187.089862373484
ENSP00000334828,0.260842709759273,0,0,20.0308988260263,0,0,0,0
ENSP00000432355,133.029781977229,127.489637444226,98.4542679925175,107.840769261048,74.8660599396392,51.6981284243548,83.3388517167578,61.9170385314751
ENSP00000482621,140.333377850489,124.023899727296,138.35415554738,140.216291782184,6.61531995156295,0,0,0
ENSP00000220669,79.2961837668191,67.5818854801433,98.9724483503728,67.5460541807863,0,0,0,0
ENSP00000498248,73.2968014423558,50.5007495895576,64.5134545529917,71.9714853167689,32.2698534222583,0,0,0
ENSP00000477778,5.99938232446329,7.67413351606023,13.4726893042392,14.2079631207861,0,0,0,0
ENSP00000430329,113.466578745284,104.219684201979,115.813309980672,106.443264691791,0,0,0,0
ENSP00000501921,13.8246636172415,20.2993209134496,12.6954187674562,24.4563299620088,192.812374197993,191.283075170113,215.32957362492,193.950939616161
ENSP00000483201,49.2992721445027,35.6475879455701,56.9998393640891,64.0522927576422,41.7894601818245,168.708225758144,0,33.468669476473
ENSP00000428612,19.5632032319455,9.90210776265836,17.6181321670821,7.45335770270746,25.6545334706953,17.2327094747849,22.5240139775021,57.9007981942983
ENSP00000338030,123.900287135655,105.209894978245,144.831410020572,115.527044391966,37.9170777711535,0,113.070550167061,71.2882659848876
ENSP00000359401,1.56505625855564,0,1.03636071571071,2.32917428209608,171.030223137969,168.708225758144,243.709831236573,186.922519026102
ENSP00000295731,93.6425328035792,172.791780458388,101.045169781794,127.405833230656,0,0,0,0
ENSP00000374782,27.649327234483,17.0811358905857,43.5271500598498,64.2852101858518,27.106676874697,0,0,44.011300361562
ENSP00000220003,130.943040299155,109.913396165508,123.84510552743,107.840769261048,0,0,0,0
ENSP00000413251,85.2955660912824,69.3147543386085,113.481498370323,99.222824417293,16.1349267111291,63.7610250567042,35.8131822242284,53.0478411202098
ENSP00000357917,25.0409001368903,111.893817718039,14.7681401988776,52.1735039189522,0,0,0,0
ENSP00000491461,57.6462388567994,69.0672016445421,84.9815786882782,72.9031550296073,145.859737468607,159.230235547013,129.513080370637,148.935579170305
